Returns,Price
2133.603819,236.6151529
2071.962341,228.6901559
2118.494575,232.7350158
2121.126573,231.919821
2207.934287,240.2935924
2360.629495,255.803163
2292.851916,247.3587401
2329.023217,250.1590277
2330.611626,249.2255985
2439.885111,259.8044629
2540.877362,269.449898
2665.78933,281.5966794
2742.664032,288.6259777
2758.851355,289.2361806
2699.678239,281.9225466
2672.953932,277.9943654
2649.955276,274.44893
2607.620589,268.8951241
2651.705013,272.2560014
2664.348922,272.3539
2639.342186,268.5712069
2647.160759,268.1253991
2717.965727,274.052573
2764.976205,277.5451248
2791.962569,279.003343
2669.395579,265.4908707
2597.31243,257.0440654
2402.314009,236.4765113
2489.939942,243.8091163
2348.517314,228.7074417
2246.572222,217.5230367
2269.952073,218.5277446
2255.176028,215.8044574
2168.415069,206.1992988
2031.242573,191.8606421
1906.438433,178.7758933
1761.618618,163.8779022
1690.901269,155.9803358
1768.223295,161.8410675
1822.849946,165.5965202
1812.39686,163.41234
1782.983865,159.5616158
1814.711296,161.2450676
1805.058488,159.2650357
1783.581349,156.2947877
1776.974435,154.6785136
1745.319008,150.9222248
1796.44477,154.3775231
1819.094648,155.3921025
1771.962192,150.4612455
1771.339762,149.5089591
1821.825626,152.8595963
1865.076222,155.5943012
1902.938124,157.8799554
2020.745378,166.7966192
2085.137394,171.259405
2101.205704,171.7563388
1936.416524,157.4823398
1965.698376,159.0692722
2041.407735,164.4193434
1947.588788,156.1080462
1859.5232,148.3148222
1811.598238,143.7755044
1653.696745,130.5364846
1760.939088,138.303884
1703.689724,133.1324483
1581.947866,122.9558869
1540.539912,119.0859158
1554.433591,119.5073603
1538.970023,117.651931
1626.36943,123.6591458
1645.503127,124.4384653
1578.813225,118.7183667
1476.187972,110.3130487
1582.994091,117.5973418
1632.730171,120.5780853
1609.437289,118.1459541
1644.039292,119.9722981
1742.203879,126.4119797
1621.781919,116.952669
1617.559751,115.9368297
1607.583148,114.5164703
1676.215199,118.698414
1708.934362,120.31458
1821.030346,127.5078603
1906.358063,132.78615
1959.136272,135.743068
2012.549573,138.7182586
2123.844419,145.6484928
2263.712196,154.4927811
2362.992014,160.5144243
2352.026586,159.0090135
2365.907508,159.1848688
2496.015505,167.1606768
2572.749844,171.5148054
2625.598806,174.2512976
2492.197449,164.6095
2483.785109,163.2635805
2544.853316,166.4800625
2665.740997,173.5882
2721.157577,176.3940438
2622.744994,169.2139615
2511.261519,161.218137
2413.944953,154.1695606
2318.211643,147.2611203
2355.956435,148.8573947
2369.368494,148.9054753
2333.6744,145.86495
2416.217597,150.22455
2510.928262,155.31075
2606.169778,160.39695
2646.389742,162.0603148
2624.228464,159.8838684
2592.553149,157.12725
2597.085033,156.5726832
2659.942463,159.5303726
2780.786658,165.9484289
2907.19466,172.6551194
2876.397541,169.9914693
2836.660362,166.8106735
3009.311898,176.1286849
3167.531802,184.5564
3312.871422,192.1857
3375.130352,194.9474137
3282.30517,188.73435
3281.44179,187.8218756
3382.298958,192.73065
3418.621366,193.93992
3488.987214,197.0748559
3551.414416,199.7380297
3648.946778,204.3541975
3785.047843,211.1009042
3853.328059,214.0422317
3953.869204,218.7492218
4030.225526,222.0848841
4052.925413,222.4360064
3815.736429,208.5025643
3705.261854,201.5442268
3769.286479,204.0888775
3988.554531,215.0068924
4222.145166,226.622388
4433.158209,236.9551172
4493.706249,239.192568
4386.408259,232.4769085
4437.628132,234.1817432
4557.905012,239.5080907
4599.079793,240.62916
4735.490871,246.7078431
4856.714612,251.94855
4996.682186,258.12465
5160.347556,265.4908707
5188.760184,265.8664491
5417.493172,276.4713
5761.158532,292.8778858
6075.351795,307.7151
5970.210861,301.2508655
6164.417642,309.8949
6332.138462,317.1609
6380.998563,318.43245
6402.33343,318.2975404
6770.442958,335.3885746
7221.703802,356.5226491
7426.544602,365.4122093
7129.157092,349.5392158
7207.142399,352.1120596
7466.16632,363.5060825
7924.262492,384.55305
8158.476206,394.645186
8736.47214,421.3202773
8848.851996,425.4381096
9529.875954,456.8635596
9607.502659,459.2526289
9862.531276,470.0877609
9891.304938,470.0801041
10010.10141,474.3394394
10171.00653,480.5704781
10978.67071,517.3392
11633.03495,546.7665
12127.08466,568.5645
10875.30864,508.43835
8027.291053,373.8357
8427.376973,390.991064
8631.497559,398.9745728
9258.546318,426.4618421
9697.264967,445.1628834
10284.96075,470.6423276
9761.147018,445.1628834
8859.985559,402.54505
8808.946494,398.6867331
8782.9651,395.96067
8760.062176,393.3860548
7634.754686,341.2994327
7159.047703,318.4701091
6841.238802,302.7383413
7173.190148,315.8356547
7855.299457,344.2788153
8093.336616,353.1334221
7405.447236,321.5533142
6814.516582,294.3311755
6719.266468,288.6562858
6977.908167,298.2296017
6803.959581,289.2806325
5864.627003,247.842049
5150.67129,216.1817869
5327.425744,222.1159357
4392.490516,181.6649301
4445.377921,182.399465
4505.114974,183.4265628
4587.831262,185.410155
3546.431979,141.9797309
3189.811339,126.3899485
2813.794492,110.2201445
2986.500715,115.7658121
4552.303736,175.2841767
5060.33347,193.7121022
4423.19022,168.2324842
4440.356963,167.8404716
4354.72786,163.6042511
4624.064596,172.7181709
4167.463701,154.6528051
4214.26057,155.3813917
4687.772994,171.8423417
6061.843852,221.2251917
7071.272234,257.0948232
7435.15761,269.3952698
7036.062182,254.0223875
7001.717142,251.8797432
6344.892543,227.3583693
6522.339145,232.8340159
6673.504469,237.3573761
7079.626597,250.9274568
7570.91426,267.4707474
7207.667545,253.7664158
7353.25818,258.0194842
6630.737715,231.7922289
6693.346133,233.1111739
6401.875823,222.0888146
6176.914448,213.4116381
5963.882188,205.1897029
6080.695941,208.3390944
6275.980266,214.1586222
6389.824043,217.1639306
6321.35222,213.9703434
6110.876334,205.9857964
5748.510894,192.9109741
6159.618472,205.8594696
6668.566772,222.0276359
6997.414605,232.1354409
7389.232946,244.2927318
7914.226961,260.8082967
8106.804163,266.313485
8349.44968,273.4243533
9094.429889,296.9477304
9121.745725,296.9477304
9653.381213,313.3436174
10236.25555,331.3335489
10560.18411,340.8629102
10604.99425,341.3216759
10073.63587,323.200431
10459.03068,334.521638
11032.33068,351.7841741
11206.36522,356.2299225
11369.36476,360.2703375
12002.57031,379.1256075
12377.03375,389.67558
12205.92268,382.941555
12539.0815,392.0380606
12953.72423,403.6275883
12892.68615,400.3425285
12084.19885,373.8090241
11511.73321,354.627474
11129.18946,341.3153042
11757.73988,359.117039
11925.27957,362.8014021
10212.21566,309.3039154
8773.124729,264.3181685
8104.087334,242.7345103
8077.790589,240.4919854
8456.272462,250.2970701
8362.302705,246.0545872
7858.59516,229.7846734
7533.725796,218.8716201
7704.36059,222.4297809
7929.521429,227.5559181
9552.273072,272.7996511
9651.559157,274.3597798
9255.617859,261.87875
10401.33113,293.154555
10446.46197,293.3790225
10176.70826,284.8492575
10058.64381,280.584375
10084.85581,280.3421439
10111.96563,280.1160615
8938.68819,246.6214663
9305.057961,255.7302924
9507.371851,260.2847054
9777.703947,266.6608837
9674.026329,262.7896326
10515.6596,284.6120543
10738.67182,289.563075
10588.82988,284.4003225
10381.2877,277.6662975
10440.71141,278.0813201
10342.7245,274.299285
10327.91291,272.7280125
10475.01603,275.4216225
9078.015207,237.486615
8284.504821,215.5206394
8667.005863,224.2430325
8897.152391,228.95685
9320.930156,238.6089525
9457.572829,240.8536275
9727.138628,246.465315
9311.437666,234.6879351
9378.740952,235.1336862
8842.14266,220.4239011
8883.445196,220.199456
8596.972942,211.8470895
8401.970375,205.793051
8568.711492,208.6478857
9058.407867,219.3368143
8943.835194,215.3381507
8901.727835,213.1103364
8483.892721,201.9033814
8084.866994,191.2054977
7560.488576,177.6044787
7658.970398,178.744757
7421.346174,172.044394
6979.095071,160.6626131
6695.510931,153.0282783
6736.373744,152.8857782
7122.886992,160.5975451
7388.714672,165.5584683
7346.29565,163.6027973
7467.451088,165.3169127
7965.230504,175.3803557
8087.728684,177.1422688
8124.06315,177.0238367
8652.440157,187.622953
9209.117633,198.7799175
9411.759324,202.2556578
9655.859109,206.6133034
10019.59368,213.513486
10237.99105,217.28454
10551.6506,223.0484526
10131.18307,213.2571
10330.35885,216.5466353
10278.90328,214.559969
9846.77021,204.6266371
10021.31211,207.3357276
10388.91538,214.0181509
10363.832,212.5733026
10699.90075,218.5333017
10499.79026,213.513486
10731.3528,217.28454
11219.33054,226.2275293
11492.98058,230.8083898
11371.91139,227.4350364
11232.83259,223.7065932
11556.74231,229.2104856
11523.91913,227.6125814
11757.12856,231.2771882
12155.26539,238.1625396
12609.29827,246.1071758
12649.24882,245.9306284
13016.25562,252.1097899
13482.0979,260.1816587
13624.7678,261.9944975
13394.02654,256.6122381
13488.92861,257.4803445
14457.62106,275.0160928
15110.22201,286.4750967
15655.10577,295.8506453
15884.30794,299.2324442
16567.66826,311.1464885
16757.30034,313.7336362
16130.83758,301.0317697
17129.18796,318.6950527
17124.85451,317.6518459
16884.32268,312.2378936
15540.30429,286.4794811
14985.49742,275.3616163
12698.7233,232.4559022
12221.81453,222.848744
11933.79364,216.7323289
12224.5201,221.1474691
12337.18639,222.3167881
12864.19129,230.9405163
12165.62429,217.5387315
11765.27501,209.503
11605.89764,205.7721247
12006.99787,211.9789445
12695.95724,223.2339399
12332.0655,215.9277587
11803.21522,205.7683813
12161.56134,211.0970446
12021.613,207.7344682
11735.3697,201.8480827
11486.81616,196.641107
11069.44587,188.5527
11330.28218,192.0444167
12051.94931,203.3411471
12641.21429,212.3518902
13111.37388,219.3261697
12697.16199,211.4778234
12331.08591,204.4578257
12247.92457,202.1490171
12691.5412,208.5155883
12145.01607,198.5517068
12177.46418,198.0716122
12428.56334,201.12288
12117.09675,195.0226456
12298.94891,196.8712015
12299.05627,195.7844981
12329.07495,195.1546853
11675.24398,183.6876722
12511.6785,195.7129291
12979.17561,201.8887103
13167.19313,203.6737324
13697.86909,210.6963715
13908.33347,212.7159662
14483.29291,220.2444674
14928.1865,225.7283387
15305.51823,230.1412743
15450.98727,231.030321
15974.92565,237.5550966
16530.95186,244.5085646
16818.57638,247.4424088
15495.68184,226.628349
16391.4114,238.3419932
16998.13587,245.7367156
17659.39282,253.8307689
17657.47955,252.2941998
17482.97949,248.261055
18587.65807,262.4148797
19163.43359,269.0116342
18878.01907,263.4622029
19242.64281,266.9945209
19289.80108,266.0849878
19069.89911,261.4743041
19520.22231,266.0849878
20488.4694,277.7330311
20968.03086,282.708646
20891.21244,280.1902718
20263.04255,270.3302915
20913.24172,277.6112394
21715.26811,286.8609945
21589.19744,283.7849572
21751.3058,284.5018876
21713.6599,282.5909784
21814.27079,282.4719426
22437.88257,289.11414
23019.5953,295.187373
23222.28644,296.3643562
22964.82464,291.6564236
22593.86812,285.5361112
23421.4508,294.5988815
24476.49218,306.4864112
24811.45804,309.2925868
24712.44753,306.6649574
24855.17147,307.0479118
23743.69631,291.9258908
23892.23131,292.3626135
23063.62691,280.8356446
23504.99764,284.8224554
23628.1103,284.9318682
22657.73349,271.847666
23368.47507,278.9881617
24091.39076,286.2169238
24534.70512,290.0720905
25277.15827,297.4319543
25954.20503,303.9740554
26625.00453,310.3993333
27913.16193,323.9870088
29038.71491,335.6331519
29393.31808,338.3200862
30704.02984,351.9884046
31439.72832,358.9977987
32422.21506,368.7800009
33303.07269,377.3399183
34737.84644,392.1145701
36597.09801,411.5910062
37391.29707,419.006
38777.13215,433.0120994
38608.4901,429.5988483
40079.07955,444.428836
40047.82703,442.5456629
42509.09973,468.2038955
45589.28697,500.5792763
45454.31409,497.5305386
47467.95781,517.9942204
45225.76143,491.9426392
48422.07771,525.1204377
49204.65999,532.0047263
48032.47492,517.699111
48491.22223,520.982367
51988.27282,556.8636644
52565.12823,561.3356403
50886.03844,541.6816456
50381.63519,534.5792542
52890.31771,559.4647631
52934.12098,558.17585
51113.05711,537.214627
50438.52943,528.4046575
50076.14158,522.919488
50794.25026,528.7673543
49847.84368,517.2674614
47682.9696,493.1640114
48281.08185,497.7203466
49380.02244,507.4252769
51250.63235,525.0294825
52066.21258,531.7722945
52899.65349,538.6744097
50147.07583,509.0256636
48272.75959,488.3714809
45427.21322,457.9454269
44453.16473,446.4848266
44595.46627,446.2635206
45314.23411,451.8232531
45631.6716,453.3615619
46410.3133,459.4880901
46663.11498,460.3991533
48322.08846,475.1876003
49642.56048,486.6051514
50990.52829,498.2559279
53241.42789,518.6830329
54808.7201,532.3840941
57198.45474,554.0230718
58897.84054,568.9090086
60380.29857,581.6426715
62732.85145,602.7184583
62154.21161,595.5612099
63899.00073,610.6758727
64912.38329,618.7562741
66058.99158,628.0755455
65433.50208,620.5176485
67966.82481,642.9302682
67750.97553,639.2711404
65019.95953,611.8846152
64913.96354,609.2689286
65348.93739,611.7273821
67612.68487,631.2881214
66838.95277,622.3955166
64210.9408,596.2284357
63522.1716,588.10485
64310.11432,593.6746876
63908.79347,588.2418132
66233.33414,607.9125902
64778.76869,592.8368676
65744.53382,599.9500606
63955.78456,581.9016603
62463.13912,566.6071908
64674.86669,584.956279
66415.03684,598.9817315
70019.01433,629.7744544
73081.4014,655.6108143
75563.6848,676.1744477
77769.39332,694.2071723
78751.89692,701.2726258
77901.21854,691.9926272
77360.9131,685.493816
80600.09907,712.4853697
79896.93055,704.558589
80971.96359,712.3102
84837.97793,744.573662
85826.64035,751.487261
82834.41928,723.5186105
84136.35063,733.1212953
84423.91435,733.8521198
81667.02729,708.1132028
75799.85543,655.4599654
67149.67878,578.8734382
68747.40695,590.8606886
70826.33421,606.9364139
70175.16484,599.5645066
68172.41706,580.6472127
73083.10168,620.6526375
76463.98634,647.5296671
79635.40565,672.5459793
80906.69669,681.4360737
80554.77681,676.6260005
84566.63756,708.4635875
86487.64346,722.6823157
86393.45721,720.0125162
85060.19217,707.0214435
87638.83145,726.5727821
90175.10598,745.7146686
90334.03721,745.1300693
90059.50465,740.9468114
91918.92307,754.3125005
94981.71707,777.5002112
96389.08335,787.0600568
98387.06958,801.3998252
100054.6004,812.9936806
101277.3644,820.9263184
100598.4031,813.4122929
104248.9422,840.9086653
103305.4572,831.2538387
104999.2637,842.8285481
107070.0441,857.3792387
107728.9421,860.5738615
106125.5326,845.6669173
109120.8644,867.4229981
110186.6185,873.7685216
110204.9202,871.7801353
111567.1883,880.4130053
113502.3132,893.5236229
107702.4766,845.7026165
107815.0541,844.4097973
110100.9687,860.1225223
114062.0916,888.8628864
116543.347,905.9848188
117799.4494,913.5189961
117182.6414,906.4957637
119505.514,922.2084887
118249.5664,910.2578002
113330.3388,870.1227402
116370.7109,891.1985201
110545.1171,844.3035762
109589.074,834.7142676
109274.0928,830.0186548
102341.8988,775.0649977
99043.6514,747.7719463
97885.24605,736.7309904
103088.1807,773.6009713
103825.3734,776.8485862
108114.7285,806.6502287
112148.4939,834.4459915
114754.4632,851.5344664
116687.3136,863.5827589
118729.6664,876.4103661
117199.0634,862.8314995
119176.9808,875.1141031
121022.0946,886.3853046
122658.2563,896.0929656
122413.4182,892.0351772
118534.0561,861.5036086
121861.983,883.4352168
121127.1223,875.8577032
115632.7287,833.8770724
113498.9436,816.2371255
121841.1171,873.9746516
124596.6541,891.4808091
127522.8102,910.1607277
126855.4511,903.1440215
124048.1345,880.900257
128034.9419,906.9510214
130770.1524,924.0684731
132730.776,935.6617034
134059.485,942.7635
128356.5175,900.3921067
127335.9855,890.9729539
123862.1328,864.4175028
125982.1486,876.9691694
130051.2888,903.0500192
